Mod:Item:MetaData, Localized Name
randomthings:ingredient:1, Evil Tear
randomthings:ingredient:2, Ectoplasm
randomthings:ingredient:3, Spectre Ingot
randomthings:ingredient:4, Biome Sensor
randomthings:ingredient:5, Luminous Powder
randomthings:ingredient:6, Super Lubricent Tincture
randomthings:ingredient:7, Floo Powder
randomthings:ingredient:8, Plate Base
randomthings:ingredient:9, Precious Emerald
randomthings:ingredient:10, Lotus Blossom
randomthings:ingredient:11, Golden Egg
randomthings:ingredient:12, Spectre String
randomthings:ingredient:13, Blackout Powder
randomthings:itemfilter, Item Filter
randomthings:redstoneactivator, Redstone Activator
randomthings:redstoneremote, Redstone Remote
randomthings:goldencompass, Golden Compass
randomthings:blazeandsteel, Blaze and Steel
randomthings:runepattern, Rune Pattern
randomthings:superlubricentboots, Super Lubricent Boots
randomthings:floosign, Floo Sign
randomthings:idcard, ID Card
randomthings:emeraldcompass, Emerald Compass
randomthings:flootoken, Floo Token
randomthings:portkey, Portkey
randomthings:lotusseeds, Lotus Seeds
randomthings:soundpattern, Sound Pattern
randomthings:soundrecorder, Sound Recorder
randomthings:portablesounddampener, Portable Sound Dampener
randomthings:escaperope, Escape Rope
randomthings:weatheregg:0, Weather Egg <Sun>
randomthings:weatheregg:1, Weather Egg <Rain>
randomthings:weatheregg:2, Weather Egg <Storm>
randomthings:enderbucket, Ender Bucket
randomthings:reinforcedenderbucket, Reinforced Ender Bucket
randomthings:chunkanalyzer, Chunk Analyzer
randomthings:floopouch, Floo Pouch
randomthings:timeinabottle, Time in a bottle
randomthings:spectreilluminator, Spectre Illuminator
randomthings:spectrecharger:0, Spectre Charger
randomthings:spectrecharger:1, Redstone Spectre Charger
randomthings:spectrecharger:2, Ender Spectre Charger
randomthings:spectrecharger:3, Genesis Spectre Charger
randomthings:eclipsedclock, Eclipsed Clock
randomthings:grassseeds:0, Grass Seeds
randomthings:grassseeds:1, White Grass Seeds
randomthings:grassseeds:2, Orange Grass Seeds
randomthings:grassseeds:3, Magenta Grass Seeds
randomthings:grassseeds:4, Light Grass Seeds
randomthings:grassseeds:5, Yellow Grass Seeds
randomthings:grassseeds:6, Lime Grass Seeds
randomthings:grassseeds:7, Pink Grass Seeds
randomthings:grassseeds:8, Gray Grass Seeds
randomthings:grassseeds:9, Light Gray Grass Seeds
randomthings:grassseeds:10, Cyan Grass Seeds
randomthings:grassseeds:11, Purple Grass Seeds
randomthings:grassseeds:12, Blue Grass Seeds
randomthings:grassseeds:13, Brown Grass Seeds
randomthings:grassseeds:14, Green Grass Seeds
randomthings:grassseeds:15, Red Grass Seeds
randomthings:grassseeds:16, Black Grass Seeds
randomthings:spectrekey, Spectre Key
randomthings:spectreanchor, Spectre Anchor
randomthings:spectresword, Spectre Sword
randomthings:spectrepickaxe, Spectre Pickaxe
randomthings:spectreaxe, Spectre Axe
randomthings:spectreshovel, Spectre Shovel
randomthings:runedust:0, White Runic Dust
randomthings:runedust:1, Orange Runic Dust
randomthings:runedust:2, Magenta Runic Dust
randomthings:runedust:3, Light Blue Runic Dust
randomthings:runedust:4, Yellow Runic Dust
randomthings:runedust:5, Lime Runic Dust
randomthings:runedust:6, Pink Runic Dust
randomthings:runedust:7, Gray Runic Dust
randomthings:runedust:8, Silver Runic Dust
randomthings:runedust:9, Cyan Runic Dust
randomthings:runedust:10, Purple Runic Dust
randomthings:runedust:11, Blue Runic Dust
randomthings:runedust:12, Brown Runic Dust
randomthings:runedust:13, Green Runic Dust
randomthings:runedust:14, Red Runic Dust
randomthings:runedust:15, Black Runic Dust
redstonearsenal:storage:0, Fluxed Electrum Block
redstonearsenal:storage:1, Flux Crystal Block
redstonearsenal:material:0, Fluxed Electrum Blend
redstonearsenal:material:32, Fluxed Electrum Ingot
redstonearsenal:material:64, Fluxed Electrum Nugget
redstonearsenal:material:96, Fluxed Electrum Gear
redstonearsenal:material:128, Fluxed Electrum Plate
redstonearsenal:material:160, Flux Crystal
redstonearsenal:material:192, Obsidian Rod
redstonearsenal:material:193, Flux-Infused Obsidian Rod
redstonearsenal:material:224, Fluxed Armor Plating
redstonearsenal:util.quiver_flux, Flux-Infused Quiver
redstonearsenal:armor.helmet_flux, Flux-Infused Helm
redstonearsenal:armor.plate_flux, Flux-Infused Chestplate
redstonearsenal:armor.legs_flux, Flux-Infused Leggings
redstonearsenal:armor.boots_flux, Flux-Infused Boots
redstonearsenal:tool.wrench_flux, Flux-Infused OmniWrench
redstonearsenal:tool.battlewrench_flux, Flux-Infused BattleWrench
redstonearsenal:tool.sword_flux, Flux-Infused Sword
redstonearsenal:tool.shovel_flux, Flux-Infused Shovel
redstonearsenal:tool.pickaxe_flux, Flux-Infused Pickaxe
redstonearsenal:tool.axe_flux, Flux-Infused Axe
redstonearsenal:tool.bow_flux, Flux-Infused Bow
redstonearsenal:tool.fishing_rod_flux, Flux-Infused Fishing Rod
redstonearsenal:tool.sickle_flux, Flux-Infused Sickle
redstonearsenal:tool.hammer_flux, Flux-Infused Hammer
redstonearsenal:tool.excavator_flux, Flux-Infused Excavator
redstonearsenal:tool.shield_flux, Flux-Infused Shield
redstonerepository:storage:0, Gelid Enderium Block
redstonerepository:storage:1, Gelid Gem Block
redstonerepository:material:0, Gelid Enderium Dust
redstonerepository:material:1, Gelid Enderium Ingot
redstonerepository:material:2, Gelid Enderium Nugget
redstonerepository:material:3, Gelid Enderium Gear
redstonerepository:material:4, Gelid Enderium Plate
redstonerepository:material:5, Gelid Gem
redstonerepository:material:6, Gelid Rod
redstonerepository:material:7, Gelid Enderium Armor Plating
redstonerepository:material:8, Fluxed String
redstonerepository:armor.helmet_gelid, Enderium Flux Helmet
redstonerepository:armor.plate_gelid, Enderium Flux Chestplate
redstonerepository:armor.legs_gelid, Enderium Flux Leggings
redstonerepository:armor.boots_gelid, Enderium Flux Boots
redstonerepository:tool.battlewrench_gelid, Gelid Enderium Battle-Wrench
redstonerepository:tool.sword_gelid, Gelid Enderium Sword
redstonerepository:tool.shovel_gelid, Gelid Enderium Shovel
redstonerepository:tool.pickaxe_gelid, Gelid Enderium Pickaxe
redstonerepository:tool.axe_gelid, Gelid Enderium Axe
redstonerepository:tool.sickle_gelid, Gelid Enderium Sickle
redstonerepository:capacitor_gelid:0, Gelid Flux Capacitor Amulet
redstonerepository:capacitor_gelid:0, Gelid Flux Capacitor Amulet
redstonerepository:feeder, Endoscopic Gastrostomizer
redstonerepository:ring_effect, Alchemical Stasis Ring
redstonerepository:ring_mining, Destructive Stabilization Ring
redstonerepository:ring_base, Gelid Enderium Ring
solarflux:solar_panel_1, Solar Panel I
solarflux:solar_panel_2, Solar Panel II
solarflux:solar_panel_3, Solar Panel III
solarflux:solar_panel_4, Solar Panel IV
solarflux:solar_panel_5, Solar Panel V
solarflux:solar_panel_6, Solar Panel VI
solarflux:solar_panel_7, Solar Panel VII
solarflux:solar_panel_8, Solar Panel VIII
solarflux:solar_panel_alchemical, Alchemical Solar Panel
solarflux:solar_panel_alchemical_brass, Brass Solar Panel
solarflux:solar_panel_thaumium, Thaumium Solar Panel
solarflux:solar_panel_void_metal, Void Metal Solar Panel
solarflux:solar_panel_wyvern, Wyvern Solar Panel
solarflux:solar_panel_draconic, Draconic Solar Panel
solarflux:solar_panel_chaotic, Chaotic Solar Panel
solarflux:solar_panel_neutronium, Neutronium Solar Panel
solarflux:solar_panel_infinity, Solar Panel of Infinity
solarflux:mirror, Mirror
solarflux:photovoltaic_cell_1, Photovoltaic Cell I
solarflux:photovoltaic_cell_2, Photovoltaic Cell II
solarflux:photovoltaic_cell_3, Photovoltaic Cell III
solarflux:photovoltaic_cell_4, Photovoltaic Cell IV
solarflux:photovoltaic_cell_5, Photovoltaic Cell V
solarflux:photovoltaic_cell_6, Photovoltaic Cell VI
solarflux:blank_upgrade, Blank Upgrade
solarflux:efficiency_upgrade, Efficiency Upgrade
solarflux:transfer_rate_upgrade, Transfer Rate Upgrade
solarflux:capacity_upgrade, Capacity Upgrade
solarflux:traversal_upgrade, Machine Traversal Upgrade
solarflux:dispersive_upgrade, Dispersive Upgrade
solarflux:block_charging_upgrade, Block Charging Upgrade
solarflux:furnace_upgrade, Furnace Upgrade
thaumadditions:mithrillium_nugget, Mithrillium Nugget
thaumadditions:adaminite_nugget, Adaminite Nugget
thaumadditions:mithrillium_ingot, Mithrillium Ingot
thaumadditions:adaminite_ingot, Adaminite Ingot
thaumadditions:mithminite_ingot, Mithminite Ingot
thaumadditions:mithrillium_plate, Mithrillium Plate
thaumadditions:adaminite_plate, Adaminite Plate
thaumadditions:mithminite_plate, Mithminite Plate
thaumadditions:adaminite_fabric, Adaminite Fabric
thaumadditions:mithminite_fabric, Mithminite Fabric
thaumadditions:mithrillium_resonator, Mithrillium Resonator
thaumadditions:levitation_device, Flight Device
thaumadditions:seal_globe, Seal Globe
thaumadditions:odour_powder, Odour Powder
thaumadditions:phantom_ink_phial, Phial of Phantom Ink
thaumadditions:zeith_scale, Zeitheron's Curiosity
thaumadditions:chester, Chester
thaumadditions:knowledge_tome, Tome of Sharing
thaumadditions:fragnant_pendant, Fragrant Pendant
thaumadditions:recharge_charm, Recharge Charm
thaumadditions:bone_eye, Bone-eye
thaumadditions:vis_scribing_tools, Vis Scribing Tools
thaumadditions:void_thaumometer, Void Thaumometer
thaumadditions:wormhole_mirror, Wormhole Mirror
thaumadditions:void_elemental_hoe, Void Hoe of Growth
thaumadditions:adaminite_hood, Adaminite Hood
thaumadditions:adaminite_robe, Adaminite Robe
thaumadditions:adaminite_belt, Adaminite Belt
thaumadditions:adaminite_boots, Adaminite Boots
thaumadditions:mithminite_hood, Mithminite Hood
thaumadditions:mithminite_robe, Mithminite Robe
thaumadditions:mithminite_belt, Mithminite Belt
thaumadditions:mithminite_boots, Mithminite Boots
thaumadditions:dna_sample, Entity Cell
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:seal_symbol, Seal Symbol: @ASPECT
thaumadditions:vis_pod, %s Vis Pod
thaumadditions:vis_seeds, %s Vis Seeds
thaumadditions:crafting_furnace, Crafting Furnace
thaumadditions:mithrillium_smelter, Mithrillium Smeltery
thaumadditions:adaminite_smelter, Adaminite Smeltery
thaumadditions:mithminite_smelter, Mithminite Smeltery
thaumadditions:aura_disperser, Aura Disperser
thaumadditions:aspect_combiner, Essentia Combiner
thaumadditions:aura_charger, Aura Charger
thaumadditions:crystal_crusher, Crystal Crusher
thaumadditions:crystal_bore, Crystal Bore
thaumadditions:entity_summoner, Entity Summoner
thaumadditions:puriflower, Puriflower
thaumadditions:flux_concentrator, Flux Concentrator
thaumadditions:cake, Arcane Cake
thaumadditions:dawn_totem, Totem of Dawn
thaumadditions:twilight_totem, Twilight Totem
thaumadditions:growth_chamber, Crystal Growth Chamber
thaumadditions:seal, Arcane Seal
thaumadditions:jar_brass, Brass Warded Jar
thaumadditions:jar_thaumium, Thaumium Reinforced Jar
thaumadditions:jar_eldritch, Void Foritified Jar
thaumadditions:jar_mithrillium, Mithrillium Reinforced Jar
thaumadditions:jar_adaminite, Adaminite Foritified Jar
thaumadditions:jar_mithminite, Mithminite Jar
thaumadditions:crystal_block, @ASPECT Crystal Block
thaumicbases:oldcobble, Ancient Cobblestone
thaumicbases:oldcobblemossy, Ancient Mossy Cobblestone
thaumicbases:oldgravel, Ancient Gravel
thaumicbases:oldbrick, Ancient Bricks
thaumicbases:oldlapis, Ancient Lapis Lazuli Block
thaumicbases:oldiron, Ancient Iron Block
thaumicbases:oldgold, Ancient Gold Block
thaumicbases:olddiamond, Ancient Diamond Block
thaumicbases:quicksilverblock, Block of Quicksilver
thaumicbases:quicksilverbrick, Quicksilver Brick
thaumicbases:dustblock, Salis Mundus Block
thaumicbases:blockthauminite, Block of Thauminite
thaumicbases:irongreatwood, Iron Framed Greatwood
thaumicbases:eldritchark, Gold Etched Obsidian
thaumicbases:crystalblockair, Air Crystal Block
thaumicbases:crystalblockfire, Fire Crystal Block
thaumicbases:crystalblockwater, Water Crystal Block
thaumicbases:crystalblockearth, Earth Crystal Block
thaumicbases:crystalblockorder, Order Crystal Block
thaumicbases:crystalblockentropy, Entropy Crystal Block
thaumicbases:crystalblockmixed, Primal Crystal Block
thaumicbases:crystalblocktainted, Tainted Crystal Block
thaumicbases:pyro, Pyrofluid
thaumicbases:pyrosolid, Pyrofluid Solid
thaumicbases:rainbowcactus, Rainbow Cactus
thaumicbases:plax, Plax Crop
thaumicbases:sweed, Sweed Crop
thaumicbases:aurelia, Aurelia
thaumicbases:aureliapetalb, Aurelia Petal
thaumicbases:tobacco, Tobacco Crop
thaumicbases:metalleat, Metalleat Crop
thaumicbases:lazullia, Lazullia Crop
thaumicbases:redlonstem, Redlon Stem
thaumicbases:lucrite, Lucrite Crop
thaumicbases:flaxium, Fluxium
thaumicbases:briar, Briar
thaumicbases:glieonia, Glieonia Crop
thaumicbases:voidplant, tile.voidplant.name
thaumicbases:ironspike, Iron Spikes
thaumicbases:thaumspike, Thaumic Spikes
thaumicbases:voidspike, Void Spikes
thaumicbases:goldenlogs, Golden Oak Wood
thaumicbases:goldenleaves, Golden Oak Leaves
thaumicbases:goldensapling, Golden Oak Sapling
thaumicbases:goldenplanks, Golden Oak Planks
thaumicbases:endersapling, Ender Oak Sapling
thaumicbases:enderlogs, Ender Oak Wood
thaumicbases:enderleaves, Ender Oak Leaves
thaumicbases:enderplanks, Ender Wood Planks
thaumicbases:nethersapling, Hellish Oak Sapling
thaumicbases:netherlogs, Hellish Oak Wood
thaumicbases:netherleaves, Hellish Oak Leaves
thaumicbases:netherplanks, Hellish Wood Planks
thaumicbases:overchanter, Overchanting Table
thaumicbases:campfire, Thaumaturge's Campfire
thaumicbases:braizer, Thaumaturge's Brazier
thaumicbases:nuggetthauminite, Thauminite Nugget
thaumicbases:thauminite_ingot, Thauminite Ingot
thaumicbases:thauminite_plate, Thauminite Plate
thaumicbases:bloodycloth, Bloody Enchanted Fabric
thaumicbases:airingot, Aer Fragment
thaumicbases:fireingot, Ignis Fragment
thaumicbases:earthingot, Terra Fragment
thaumicbases:wateringot, Aqua Fragment
thaumicbases:orderingot, Ordo Fragment
thaumicbases:entropyingot, Perditio Fragment
thaumicbases:mixedingot, Primal Fragment
thaumicbases:taintedingot, Tainted Fragment
thaumicbases:thauminiteaxe, Thauminite Axe
thaumicbases:thauminitepickaxe, Thauminite Pickaxe
thaumicbases:thauminitesword, Thauminite Sword
thaumicbases:thauminiteshovel, Thauminite Shovel
thaumicbases:thauminitehoe, Thauminite Hoe
thaumicbases:voidshears, Void Shears
thaumicbases:voidfas, Void Flint and Steel
thaumicbases:pyrobucket, Pyrofluid Bucket
thaumicbases:plaxseed, Plax Seeds
thaumicbases:sweedseed, Sweed Seeds
thaumicbases:aureliapetal, Aurelia Petal
thaumicbases:metalleatseed, Metalleat Seeds
thaumicbases:lazulliaseed, Lazullia Seeds
thaumicbases:briar_seedbag, Briar Seed Bag
thaumicbases:redlonseed, Redlon Seed
thaumicbases:lucriteseed, Lucrite Seeds
thaumicbases:glieoniaseed, Glieonia Seed
thaumicbases:voidseed, Void Plant Seed
thaumicbases:bloodychest, Bloody Thaumaturge's Robe
thaumicbases:bloodylegs, Bloody Thaumaturge's Leggings
thaumicbases:bloodyboots, Bloody Thaumaturge's Boots
